no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,2,2,Meal Plan 1,N,Room_Type 4,29,Online,N,0,0,135.3,0,141,Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 4,81,Online,N,0,0,119.07,0,284,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,20,Offline,N,0,0,85,1,242,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,180,Online,N,0,0,112.2,1,223,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,35,Online,N,0,0,116.1,0,76,Canceled
2,0,0,4,Meal Plan 2,N,Room_Type 1,294,Offline,N,0,0,117,1,265,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,48,Online,N,0,0,97.2,2,309,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,0,Offline,N,0,0,109,0,227,Not_Canceled
0,2,2,1,Meal Plan 1,N,Room_Type 2,194,Online,N,0,0,86.63,0,191,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,68,Online,N,0,0,89.25,1,285,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,105,Online,N,0,0,93.6,1,355,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,80.3,1,6,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,9,Corporate,N,0,0,65,0,345,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,74,Online,N,0,0,89.25,0,281,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,159,0,263,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,142.33,1,185,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,111,Offline,N,0,0,72.25,0,229,Not_Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,247,Offline,N,0,0,115,1,158,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,56,Online,N,0,0,62.32,1,66,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,193,Online,N,0,0,126.9,0,267,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,159,Offline,N,0,0,144,0,263,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,47,Online,N,0,0,103.28,0,92,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,42,Offline,N,0,0,96.3,0,138,Not_Canceled
2,0,2,1,Meal Plan 1,Y,Room_Type 1,64,Online,N,0,0,144.9,2,262,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,78,Online,N,0,0,87.3,1,93,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,69,Online,N,0,0,149.4,1,252,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,140,Offline,N,0,0,70,0,364,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,125,Online,N,0,0,94.5,0,127,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,1,Offline,Y,0,6,45,2,47,Not_Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,44,Online,N,0,0,150.3,0,183,Canceled
2,1,0,3,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,98.5,1,245,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,15,Offline,N,0,0,136,0,174,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,47,Online,N,0,0,168.3,0,206,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,55,Online,N,0,0,142.2,2,245,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,62,Online,N,0,0,118.8,0,100,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,5,Corporate,N,0,0,65,0,319,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,285,Offline,N,0,0,100,0,277,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
2,1,2,1,Meal Plan 1,N,Room_Type 1,61,Online,N,0,0,152.1,1,269,Canceled
2,0,1,1,Meal Plan 1,Y,Room_Type 2,42,Online,N,0,0,91.5,0,363,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,17,Online,N,0,0,79,0,51,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,62.8,0,340,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,160,Offline,N,0,0,70,0,365,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,0,Complementary,N,0,0,0,0,305,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,290,Online,N,0,0,86.7,0,336,Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 1,63,Online,N,0,0,159.3,0,120,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,144,Online,N,0,0,114.3,1,127,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,27,Offline,N,0,0,118.15,0,263,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,5,Corporate,Y,2,5,65,0,286,Not_Canceled
2,2,3,5,Meal Plan 1,N,Room_Type 6,20,Online,N,0,0,133.11,0,354,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,193,Online,N,0,0,100.8,1,174,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,258,Offline,N,0,0,110,0,290,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,75,0,319,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,133,0,293,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,86,Offline,N,0,0,105,0,268,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,6,Online,N,0,0,69.5,2,12,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,91,Online,N,0,0,52.02,0,92,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,322,Offline,N,0,0,52,0,344,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,91,Offline,N,0,0,75,0,132,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,24,Online,N,0,0,117,0,112,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,266,Offline,N,0,0,75,0,337,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,3,Corporate,N,0,0,118.15,0,193,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,7,Online,N,0,0,126,1,293,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,102,Offline,N,0,0,101.5,0,290,Canceled
1,0,2,3,Meal Plan 1,N,Room_Type 1,96,Corporate,N,0,0,79,1,311,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,118,Online,N,0,0,97.75,1,121,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,25,Offline,N,0,0,40.67,0,12,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,2,Online,N,0,0,81,0,20,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,173,Online,N,0,0,73.37,1,171,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,1,Offline,N,0,0,107,0,110,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,4,Online,N,0,0,121,1,215,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,143,Online,N,0,0,90,0,317,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,50,Offline,N,0,0,52,1,14,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,55,Online,N,0,0,123.3,2,89,Not_Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 1,3,Offline,Y,1,0,110,0,293,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 6,2,Corporate,N,0,0,159.07,0,258,Not_Canceled
2,1,2,6,Meal Plan 1,N,Room_Type 6,33,Online,N,0,0,147.9,2,324,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,90,0,253,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,8,Offline,N,0,0,55,0,61,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 5,2,Corporate,N,0,0,97,0,36,Not_Canceled
2,2,0,3,Meal Plan 1,N,Room_Type 6,33,Online,N,0,0,207.9,2,237,Not_Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 1,100,Offline,N,0,0,105,0,358,Not_Canceled
2,0,2,4,Not Selected,Y,Room_Type 1,1,Online,N,0,0,90,1,35,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,43,Online,N,0,0,88.2,0,82,Canceled
2,0,1,0,Meal Plan 1,Y,Room_Type 2,6,Online,N,0,0,105.25,0,342,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,113,Corporate,N,0,0,100,0,152,Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 4,146,Online,N,0,0,132.3,2,293,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,315,Offline,N,0,0,160,0,274,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,24,Offline,N,0,0,70,0,80,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,4,Online,N,0,0,81,2,56,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,44,Offline,N,0,0,95,1,114,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,108.67,0,330,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,29,Offline,N,0,0,115,1,366,Not_Canceled
2,0,1,5,Meal Plan 1,N,Room_Type 4,13,Online,N,0,0,130.33,0,96,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,110.12,0,264,Not_Canceled
2,2,0,3,Meal Plan 1,Y,Room_Type 6,206,Online,N,0,0,177.3,2,215,Canceled
1,0,2,3,Meal Plan 1,N,Room_Type 1,65,Online,N,0,0,118.14,1,269,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,141,Online,N,0,0,106.5,1,243,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,169,Online,N,0,0,96.3,0,182,Canceled
2,1,0,2,Meal Plan 1,N,Room_Type 1,146,Online,N,0,0,130,2,181,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,59,Offline,N,0,0,75,0,303,Not_Canceled
2,2,1,0,Meal Plan 1,N,Room_Type 6,54,Online,N,0,0,156.93,2,192,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,192,Offline,N,0,0,102,0,269,Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 6,68,Online,N,0,0,194.4,3,156,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,76.81,0,248,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,39,Offline,N,0,0,109,0,227,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,101.7,1,173,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,135.9,0,209,Canceled
2,1,1,2,Meal Plan 1,N,Room_Type 1,190,Online,N,0,0,112.5,0,302,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 2,161,Offline,N,0,0,130,0,85,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,164,Offline,N,0,0,100,0,276,Not_Canceled
2,0,1,2,Not Selected,N,Room_Type 1,80,Online,N,0,0,85.5,0,85,Canceled
2,1,2,1,Meal Plan 1,N,Room_Type 1,3,Online,N,0,0,120,2,340,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,35,Online,N,0,0,144.9,1,214,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,7,Online,N,0,0,99.2,1,76,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,108,Online,N,0,0,140,2,360,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,377,Offline,N,0,0,115,1,288,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,49,Online,N,0,0,65.75,1,53,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,213,Offline,N,0,0,130,0,159,Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,7,Offline,N,0,0,71.7,0,67,Not_Canceled
2,0,0,4,Meal Plan 2,N,Room_Type 1,7,Offline,N,0,0,117,1,265,Not_Canceled
2,0,0,1,Not Selected,Y,Room_Type 1,40,Online,N,0,0,134.1,1,205,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,40,Offline,N,0,0,63,1,361,Not_Canceled
2,1,1,4,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,119.17,0,116,Canceled
2,1,0,1,Not Selected,N,Room_Type 1,31,Online,N,0,0,51.97,1,354,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,82,Online,N,0,0,64.67,1,345,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,53,Online,N,0,0,85.85,2,88,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,314,Offline,N,0,0,75,0,286,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,304,Offline,N,0,0,89,0,308,Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 4,45,Online,N,0,0,167.4,0,365,Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,346,Offline,N,0,0,90,0,257,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,79,Online,N,0,0,119,1,335,Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,138,Offline,N,0,0,94.5,0,235,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,133,Offline,N,0,0,81.25,1,195,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 5,8,Offline,N,0,0,169,1,142,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,169,Online,N,0,0,107,2,114,Canceled
2,0,0,3,Not Selected,N,Room_Type 1,142,Online,N,0,0,108,0,279,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,33,Corporate,N,0,0,64,0,25,Not_Canceled
2,2,2,4,Meal Plan 1,N,Room_Type 6,8,Online,N,0,0,224.5,2,276,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,69,Offline,N,0,0,60,0,338,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,13,Online,N,0,0,88.4,2,353,Not_Canceled
2,1,2,1,Meal Plan 1,N,Room_Type 1,63,Online,N,0,0,121.5,2,206,Not_Canceled
2,0,1,5,Meal Plan 1,N,Room_Type 4,129,Online,N,0,0,132.3,0,284,Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,36,Online,N,0,0,120,2,76,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 2,111,Online,N,0,0,221.4,1,280,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,78,Offline,N,0,0,100,0,85,Canceled
2,1,2,3,Meal Plan 1,Y,Room_Type 4,96,Online,N,0,0,135.72,2,295,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,82,Online,N,0,0,116.1,1,137,Not_Canceled
2,2,1,4,Meal Plan 1,N,Room_Type 2,68,Online,N,0,0,164.88,0,307,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,17,Corporate,N,0,0,75,0,69,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,151,Offline,N,0,0,71,0,19,Not_Canceled
2,0,2,3,Not Selected,N,Room_Type 1,196,Online,N,0,0,96.05,1,248,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 7,31,Online,N,0,0,178.42,1,254,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,163,Offline,N,0,0,100,0,157,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 4,6,Complementary,N,0,0,0,1,172,Not_Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,418,Offline,N,0,0,107,0,270,Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,3,Online,N,0,0,147,0,92,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,120,Offline,N,0,0,72.25,0,202,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,14,Offline,N,0,0,100,0,289,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,90,2,284,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,1,Offline,N,0,0,68,1,310,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,240,Online,N,0,0,70.55,1,366,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,11,Offline,N,0,0,69.6,0,343,Not_Canceled
1,0,0,2,Not Selected,N,Room_Type 1,15,Online,N,0,0,139,0,259,Canceled
3,0,2,5,Meal Plan 1,N,Room_Type 4,228,Online,N,0,0,120.34,0,303,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,14,Online,N,0,0,151,2,184,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,26,Online,N,0,0,124,3,256,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,67,Offline,N,0,0,80.24,1,86,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,40,Offline,N,0,0,96.3,0,285,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,153,Online,N,0,0,102.3,0,160,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,124,0,265,Not_Canceled
2,0,2,4,Meal Plan 2,N,Room_Type 1,327,Offline,N,0,0,88,0,253,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 6,8,Online,N,0,0,200.2,1,274,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,283,Online,N,0,0,72.25,2,363,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,50,Online,N,0,0,147.3,2,159,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,8,Offline,N,0,0,95,0,133,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 1,80,Offline,N,0,0,96.9,0,179,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,52,Online,N,0,0,99.88,1,91,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,89,Online,N,0,0,96.3,0,94,Canceled
2,1,1,5,Meal Plan 1,N,Room_Type 1,108,Online,N,0,0,123.25,2,187,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,31,Corporate,N,0,0,71,0,35,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,73,Offline,N,0,0,67.83,0,329,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 4,79,Online,N,0,0,125.38,0,119,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,6,Online,N,0,0,180,2,184,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,196,Online,N,0,0,96.3,0,301,Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,190,Online,N,0,0,132.6,4,246,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,88,0,221,Not_Canceled
2,1,2,0,Meal Plan 1,N,Room_Type 1,17,Online,N,0,0,97.41,3,101,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,1,Complementary,N,0,0,0,1,245,Not_Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 4,50,Online,N,0,0,115.58,2,135,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,64,Corporate,N,0,0,130,0,138,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 2,23,Online,N,0,0,77.25,1,29,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,72.76,1,297,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,10,Online,N,0,0,141,1,127,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,6,Online,N,0,0,140,0,278,Not_Canceled
3,0,3,6,Meal Plan 1,N,Room_Type 4,75,Online,N,0,0,150.45,0,130,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,211,Offline,N,0,0,100,0,141,Canceled
1,0,0,4,Meal Plan 2,N,Room_Type 1,296,Offline,N,0,0,81,0,265,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,216,Online,N,0,0,177.3,2,218,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,75,Offline,N,0,0,80.75,0,261,Not_Canceled
2,0,0,5,Meal Plan 1,Y,Room_Type 1,8,Online,N,0,0,93,1,231,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,70,Online,N,0,0,126,1,306,Canceled
2,0,2,2,Not Selected,N,Room_Type 1,254,Online,N,0,0,73.95,0,365,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,110,Offline,N,0,0,70,0,344,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,33,Offline,N,0,0,90.95,0,243,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,75,0,204,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,32,Offline,N,0,0,81,0,269,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,54,Online,N,0,0,89.46,0,77,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,156,Online,N,0,0,106.25,1,227,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 4,28,Online,N,0,0,108.42,1,166,Not_Canceled
1,0,2,0,Meal Plan 1,N,Room_Type 1,38,Online,N,0,0,90.95,0,234,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,102,Offline,N,0,0,109,0,290,Not_Canceled
2,3,0,3,Meal Plan 1,N,Room_Type 7,145,Online,N,0,0,269.3,1,217,Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,75,Online,N,0,0,168.3,0,226,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,308,Offline,N,0,0,52,0,330,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,108,Online,N,0,0,118.8,1,281,Not_Canceled
1,0,4,11,Meal Plan 1,N,Room_Type 1,9,Online,N,0,0,81,0,16,Not_Canceled
1,0,0,4,Meal Plan 2,N,Room_Type 1,323,Offline,N,0,0,86,0,138,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,40,Online,N,0,0,94.5,2,279,Not_Canceled
2,2,0,4,Meal Plan 1,N,Room_Type 2,95,Online,N,0,0,155.72,1,342,Not_Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,110,0,158,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 4,205,Online,N,0,0,109.8,3,302,Not_Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 1,83,Online,N,0,0,109.8,2,326,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,48,Online,N,0,0,115.5,2,191,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,74,Offline,N,0,0,109,0,262,Not_Canceled
2,2,1,4,Meal Plan 1,N,Room_Type 6,30,Online,N,0,0,152.3,2,39,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,302,Offline,N,0,0,100,0,260,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,124,1,249,Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,140,Online,N,0,0,128.7,3,184,Not_Canceled
2,0,2,4,Meal Plan 2,N,Room_Type 4,102,Online,N,0,0,156,3,192,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,150,Offline,N,0,0,101,0,2,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,49,Online,N,0,0,121.5,1,151,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,14,Online,N,0,0,187,0,185,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,105,Offline,N,0,0,110,0,286,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,29,Online,N,0,0,129,1,294,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,37,Online,N,0,0,105.3,0,102,Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,29,Online,N,0,0,79.75,1,31,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,6,Online,N,0,0,117.67,2,247,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,290,Offline,N,0,0,72,1,169,Not_Canceled
2,0,2,1,Meal Plan 1,Y,Room_Type 1,44,Online,N,0,0,120.6,2,256,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,30,Online,N,0,0,109.8,2,243,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,0,Online,N,0,0,70.03,0,110,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,75,0,249,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,44,Online,N,0,0,107.1,0,93,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,13,Corporate,N,0,0,65,0,320,Not_Canceled
2,0,1,2,Not Selected,N,Room_Type 1,52,Online,N,0,0,108,1,242,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,124,0,265,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,93,Offline,N,0,0,80.75,1,155,Not_Canceled
2,1,2,1,Not Selected,N,Room_Type 1,73,Online,N,0,0,94,0,94,Not_Canceled
2,0,0,1,Meal Plan 1,Y,Room_Type 4,90,Online,N,0,0,167.4,2,252,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,74,Online,N,0,0,93.6,0,309,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,65,0,144,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,119,Online,N,0,0,103.5,1,140,Not_Canceled
3,0,2,5,Meal Plan 2,N,Room_Type 4,60,Online,N,0,0,167.04,0,250,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,177,Offline,N,0,0,100,0,155,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,92,Offline,N,0,0,70,0,281,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,32,Offline,N,0,0,73,0,325,Not_Canceled
1,0,4,6,Meal Plan 1,N,Room_Type 1,8,Online,N,0,0,81.7,0,10,Not_Canceled
2,0,4,6,Not Selected,N,Room_Type 1,186,Online,N,0,0,84.43,0,254,Canceled
1,0,1,0,Not Selected,N,Room_Type 1,0,Online,N,0,0,89,1,95,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,66,Offline,N,0,0,75,0,283,Not_Canceled
