workclass,education,marital_status,occupation,relationship,race,sex,native_country,income
Self-emp-inc,7th-8th,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Guatemala,>50K
Without-pay,11th,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,Italy,<=50K
Local-gov,Bachelors,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,Japan,>50K
Federal-gov,9th,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Female,Cuba,<=50K
Without-pay,11th,Married-AF-spouse,Sales,Husband,Other,Female,Yugoslavia,>50K
Private,Some-college,Separated,Sales,Unmarried,Black,Female,United-States,<=50K
Federal-gov,11th,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,Outlying-US(Guam-USVI-etc),<=50K
Self-emp-not-inc,1st-4th,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Male,Italy,<=50K
Self-emp-not-inc,Some-college,Married-spouse-absent,Exec-managerial,Husband,Black,Male,Ecuador,<=50K
State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,Ecuador,>50K
Private,11th,Married-AF-spouse,Armed-Forces,Wife,White,Male,United-States,<=50K
Self-emp-inc,5th-6th,Divorced,Transport-moving,Husband,Other,Male,South,>50K
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,Ecuador,<=50K
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Male,Dominican-Republic,>50K
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
Self-emp-not-inc,Masters,Separated,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,Japan,>50K
Private,Prof-school,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,Trinadad&Tobago,<=50K
Federal-gov,12th,Divorced,Craft-repair,Own-child,White,Male,Vietnam,>50K
Without-pay,Assoc-voc,Separated,Other-service,Husband,White,Male,Outlying-US(Guam-USVI-etc),<=50K
Federal-gov,Prof-school,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Female,Columbia,>50K
Local-gov,10th,Married-AF-spouse,Adm-clerical,Husband,Black,Female,United-States,<=50K
Without-pay,Preschool,Married-spouse-absent,Other-service,Other-relative,Black,Female,Laos,>50K
Self-emp-not-inc,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,China,>50K
Self-emp-not-inc,5th-6th,Married-spouse-absent,Prof-specialty,Own-child,Other,Female,Cuba,<=50K
Private,1st-4th,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,Scotland,>50K
Federal-gov,Preschool,Married-civ-spouse,Transport-moving,Own-child,Other,Female,China,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Without-pay,Assoc-acdm,Widowed,Priv-house-serv,Wife,White,Female,El-Salvador,<=50K
Private,7th-8th,Never-married,Sales,Husband,Other,Male,Cuba,<=50K
Federal-gov,Assoc-acdm,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,Jamaica,<=50K
Private,12th,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Female,Vietnam,<=50K
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,Hong,>50K
Self-emp-inc,Preschool,Separated,Tech-support,Wife,Other,Male,Haiti,>50K
Federal-gov,7th-8th,Married-AF-spouse,Exec-managerial,Other-relative,White,Female,Peru,<=50K
Private,Masters,Married-AF-spouse,Machine-op-inspct,Other-relative,Black,Male,Poland,<=50K
Self-emp-not-inc,Doctorate,Widowed,Sales,Wife,Black,Male,Germany,>50K
State-gov,10th,Married-spouse-absent,Craft-repair,Husband,Other,Female,Honduras,>50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Own-child,Black,Male,Philippines,<=50K
Private,Assoc-acdm,Never-married,Other-service,Own-child,Black,Female,Thailand,<=50K
Local-gov,Preschool,Widowed,Other-service,Other-relative,Other,Female,Puerto-Rico,>50K
Self-emp-inc,Some-college,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,Canada,>50K
Self-emp-inc,5th-6th,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,Jamaica,>50K
Local-gov,5th-6th,Separated,Armed-Forces,Unmarried,Black,Female,Puerto-Rico,>50K
Federal-gov,7th-8th,Divorced,Armed-Forces,Husband,Black,Male,South,>50K
Federal-gov,5th-6th,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,Vietnam,<=50K
Private,11th,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
Self-emp-inc,9th,Married-civ-spouse,Sales,Husband,White,Male,El-Salvador,>50K
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,<=50K
Private,HS-grad,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,Vietnam,>50K
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
Local-gov,Prof-school,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,France,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
State-gov,1st-4th,Separated,Priv-house-serv,Husband,Black,Male,Italy,<=50K
Private,Assoc-voc,Separated,Craft-repair,Own-child,Black,Female,Haiti,>50K
State-gov,Prof-school,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander,Male,Ireland,>50K
Local-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,Philippines,<=50K
Local-gov,Doctorate,Divorced,Priv-house-serv,Other-relative,White,Male,Thailand,<=50K
Local-gov,Bachelors,Divorced,Prof-specialty,Wife,Black,Female,Peru,<=50K
Without-pay,7th-8th,Married-civ-spouse,Prof-specialty,Own-child,White,Female,China,>50K
State-gov,Assoc-acdm,Married-spouse-absent,Exec-managerial,Wife,Other,Female,Taiwan,>50K
State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Without-pay,Some-college,Married-civ-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,Japan,<=50K
Private,1st-4th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
Private,Assoc-voc,Separated,Transport-moving,Not-in-family,White,Female,Vietnam,>50K
Local-gov,Some-college,Married-civ-spouse,Craft-repair,Wife,Other,Female,Puerto-Rico,>50K
Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
Federal-gov,10th,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,Germany,<=50K
Self-emp-inc,1st-4th,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,Poland,<=50K
State-gov,1st-4th,Married-AF-spouse,Prof-specialty,Own-child,Black,Male,Germany,>50K
Self-emp-not-inc,Prof-school,Married-AF-spouse,Machine-op-inspct,Other-relative,Black,Female,France,>50K
Private,1st-4th,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,Outlying-US(Guam-USVI-etc),>50K
Self-emp-not-inc,Doctorate,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Male,Thailand,<=50K
Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,France,>50K
Federal-gov,Some-college,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,China,<=50K
Without-pay,Bachelors,Divorced,Prof-specialty,Not-in-family,Other,Female,Japan,<=50K
Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Philippines,<=50K
Without-pay,Assoc-acdm,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Scotland,<=50K
Private,Some-college,Widowed,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,Japan,<=50K
Local-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,Germany,>50K
Local-gov,Preschool,Married-spouse-absent,Adm-clerical,Husband,Black,Female,Greece,>50K
Federal-gov,Doctorate,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,Taiwan,<=50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
State-gov,Assoc-acdm,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,Haiti,>50K
Local-gov,Masters,Married-AF-spouse,Other-service,Not-in-family,Black,Female,Thailand,>50K
Private,Assoc-acdm,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Taiwan,>50K
Self-emp-inc,Doctorate,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,Philippines,<=50K
Federal-gov,11th,Married-AF-spouse,Handlers-cleaners,Husband,Other,Female,Germany,>50K
Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
Local-gov,7th-8th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,Trinadad&Tobago,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
Private,11th,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Female,Trinadad&Tobago,<=50K
Self-emp-inc,Prof-school,Widowed,Priv-house-serv,Husband,Black,Female,Yugoslavia,<=50K
Self-emp-not-inc,Masters,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,India,>50K
State-gov,12th,Widowed,Protective-serv,Not-in-family,Other,Female,Cambodia,<=50K
State-gov,Doctorate,Married-spouse-absent,Tech-support,Wife,Amer-Indian-Eskimo,Female,Dominican-Republic,<=50K
Local-gov,HS-grad,Married-AF-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,Mexico,<=50K
Federal-gov,1st-4th,Married-spouse-absent,Sales,Other-relative,Other,Male,Canada,>50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,Black,Female,Thailand,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,11th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,Puerto-Rico,<=50K
State-gov,11th,Married-AF-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,Hong,<=50K
Self-emp-inc,HS-grad,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,Guatemala,>50K
Private,9th,Divorced,Handlers-cleaners,Husband,Black,Male,Poland,<=50K
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
Private,7th-8th,Never-married,Sales,Unmarried,Black,Male,Haiti,>50K
Private,7th-8th,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Female,Ireland,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Mexico,<=50K
Self-emp-inc,Assoc-acdm,Never-married,Other-service,Unmarried,Other,Male,Cuba,<=50K
Local-gov,Assoc-voc,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,Cambodia,<=50K
Self-emp-not-inc,Assoc-voc,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Male,Taiwan,<=50K
Self-emp-inc,Prof-school,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,Italy,<=50K
Self-emp-not-inc,12th,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,Taiwan,<=50K
Self-emp-inc,9th,Never-married,Machine-op-inspct,Other-relative,Black,Male,El-Salvador,>50K
State-gov,12th,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,France,<=50K
State-gov,Masters,Never-married,Protective-serv,Not-in-family,White,Female,Germany,>50K
Local-gov,7th-8th,Divorced,Transport-moving,Not-in-family,Other,Female,Columbia,<=50K
Self-emp-not-inc,12th,Widowed,Exec-managerial,Own-child,White,Male,Ecuador,<=50K
Private,Doctorate,Separated,Armed-Forces,Unmarried,Other,Female,Poland,<=50K
Without-pay,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,Cuba,>50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Self-emp-inc,Assoc-acdm,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,Japan,<=50K
Federal-gov,9th,Divorced,Armed-Forces,Unmarried,Black,Female,Greece,<=50K
Federal-gov,HS-grad,Never-married,Prof-specialty,Husband,Black,Female,Scotland,>50K
Self-emp-not-inc,Preschool,Never-married,Sales,Not-in-family,Black,Male,Canada,<=50K
Without-pay,7th-8th,Widowed,Craft-repair,Not-in-family,Black,Female,El-Salvador,>50K
Federal-gov,12th,Married-spouse-absent,Exec-managerial,Own-child,Black,Female,Puerto-Rico,<=50K
Without-pay,11th,Married-AF-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,France,<=50K
Self-emp-inc,5th-6th,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,Vietnam,>50K
Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,United-States,<=50K
Federal-gov,11th,Divorced,Transport-moving,Not-in-family,Black,Male,Iran,>50K
State-gov,Assoc-acdm,Never-married,Priv-house-serv,Wife,Black,Female,Columbia,>50K
State-gov,Doctorate,Widowed,Protective-serv,Own-child,Other,Male,Cuba,>50K
Private,Preschool,Separated,Transport-moving,Not-in-family,Other,Female,Scotland,>50K
Federal-gov,12th,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,Thailand,<=50K
Self-emp-not-inc,Masters,Widowed,Tech-support,Husband,White,Female,Laos,<=50K
Self-emp-not-inc,10th,Married-spouse-absent,Adm-clerical,Own-child,Other,Male,Dominican-Republic,<=50K
Private,12th,Married-spouse-absent,Sales,Husband,White,Female,Thailand,>50K
Private,Bachelors,Never-married,Tech-support,Other-relative,Other,Female,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Without-pay,7th-8th,Widowed,Protective-serv,Wife,White,Female,Mexico,>50K
Without-pay,HS-grad,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Female,Dominican-Republic,>50K
Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
State-gov,10th,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,Outlying-US(Guam-USVI-etc),>50K
Self-emp-not-inc,1st-4th,Married-spouse-absent,Machine-op-inspct,Husband,Black,Male,Columbia,>50K
Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
Self-emp-inc,10th,Married-AF-spouse,Craft-repair,Own-child,Black,Female,Puerto-Rico,>50K
Self-emp-inc,9th,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,Greece,<=50K
Self-emp-inc,7th-8th,Separated,Sales,Own-child,Black,Male,Puerto-Rico,<=50K
Local-gov,12th,Widowed,Priv-house-serv,Husband,Black,Male,Poland,>50K
Local-gov,7th-8th,Married-civ-spouse,Other-service,Other-relative,Other,Female,Portugal,>50K
Local-gov,Masters,Married-spouse-absent,Transport-moving,Wife,White,Male,Laos,<=50K
Local-gov,Bachelors,Never-married,Armed-Forces,Husband,Black,Female,Honduras,>50K
Without-pay,Assoc-voc,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,Hong,<=50K
Self-emp-inc,5th-6th,Married-civ-spouse,Other-service,Unmarried,White,Female,Honduras,<=50K
Federal-gov,Masters,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,France,>50K
Self-emp-not-inc,Masters,Married-AF-spouse,Machine-op-inspct,Wife,Black,Male,Outlying-US(Guam-USVI-etc),<=50K
Federal-gov,Prof-school,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,Yugoslavia,>50K
Private,Preschool,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,China,>50K
Federal-gov,Some-college,Divorced,Tech-support,Not-in-family,Black,Male,United-States,<=50K
Without-pay,10th,Separated,Prof-specialty,Unmarried,White,Female,Guatemala,>50K
Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Honduras,<=50K
Federal-gov,9th,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,India,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
Local-gov,Preschool,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,Nicaragua,>50K
Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,Ecuador,>50K
Self-emp-inc,Preschool,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,Yugoslavia,<=50K
Self-emp-inc,Prof-school,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Japan,<=50K
State-gov,Bachelors,Married-AF-spouse,Armed-Forces,Not-in-family,White,Male,Outlying-US(Guam-USVI-etc),<=50K
Local-gov,Assoc-acdm,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,Nicaragua,>50K
Without-pay,Assoc-voc,Divorced,Transport-moving,Own-child,Other,Male,Canada,>50K
Self-emp-not-inc,Assoc-voc,Never-married,Priv-house-serv,Husband,Black,Male,Yugoslavia,<=50K
State-gov,Bachelors,Divorced,Sales,Husband,Other,Male,France,<=50K
Self-emp-not-inc,Doctorate,Never-married,Tech-support,Not-in-family,White,Male,Italy,>50K
Local-gov,5th-6th,Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,Cuba,>50K
Private,11th,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,Guatemala,<=50K
Local-gov,Assoc-acdm,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,Iran,>50K
Self-emp-inc,Doctorate,Divorced,Armed-Forces,Unmarried,White,Female,Dominican-Republic,<=50K
Federal-gov,HS-grad,Never-married,Tech-support,Husband,White,Male,Iran,>50K
Without-pay,10th,Widowed,Adm-clerical,Own-child,White,Male,Hungary,<=50K
Self-emp-inc,Assoc-acdm,Married-AF-spouse,Machine-op-inspct,Unmarried,Other,Female,Jamaica,<=50K
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Philippines,<=50K
Self-emp-not-inc,Bachelors,Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,England,<=50K
Private,10th,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
Federal-gov,11th,Divorced,Transport-moving,Unmarried,Other,Male,Iran,>50K
Federal-gov,HS-grad,Married-AF-spouse,Farming-fishing,Other-relative,Other,Male,Japan,>50K
Federal-gov,HS-grad,Widowed,Priv-house-serv,Own-child,Other,Female,Cuba,<=50K
Without-pay,Assoc-voc,Married-AF-spouse,Adm-clerical,Husband,White,Female,Iran,<=50K
State-gov,Assoc-acdm,Widowed,Tech-support,Wife,Asian-Pac-Islander,Female,Iran,<=50K
Local-gov,9th,Never-married,Machine-op-inspct,Other-relative,Black,Female,Haiti,>50K
Self-emp-not-inc,HS-grad,Separated,Transport-moving,Other-relative,White,Female,Poland,<=50K
Private,Some-college,Married-civ-spouse,Sales,Other-relative,Black,Male,Hungary,<=50K
State-gov,11th,Married-civ-spouse,Other-service,Wife,White,Female,Vietnam,>50K
Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,Scotland,>50K
Local-gov,Assoc-voc,Divorced,Farming-fishing,Unmarried,Other,Female,Portugal,>50K
Private,HS-grad,Separated,Handlers-cleaners,Other-relative,Other,Male,Yugoslavia,<=50K
Self-emp-not-inc,Masters,Divorced,Adm-clerical,Unmarried,Black,Male,Peru,>50K
Local-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,Cambodia,>50K
Without-pay,5th-6th,Married-civ-spouse,Craft-repair,Husband,Other,Female,Germany,>50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Female,Holland-Netherlands,>50K
Local-gov,7th-8th,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,China,>50K
Self-emp-inc,HS-grad,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,China,>50K
Self-emp-not-inc,HS-grad,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,Haiti,>50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
Without-pay,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
Without-pay,Assoc-voc,Separated,Adm-clerical,Wife,White,Male,England,>50K
State-gov,Masters,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,United-States,>50K
Self-emp-not-inc,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,Philippines,>50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,Portugal,<=50K
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
Federal-gov,Bachelors,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,Nicaragua,>50K
